,Cost ($),Emission (kg CO2)
7,403100.4981993215,4562840.754985723
8,401312.5434585171,4602499.140865723
9,399515.9854834183,4642326.793372518
10,,
0,422755.44374117744,4394954.510615585
1,421119.1411822042,4430525.154864814
2,419323.42958607944,4469499.302619814
3,417527.71798995486,4508473.450374814
4,415732.0063938302,4547447.598129814
5,413936.29479770554,4586421.745884814
6,412140.5832015808,4625395.893639814
7,410344.8716054561,4664370.041394815
8,408549.16000933136,4703344.189149814
9,406733.2675304141,4742735.574824291
10,,
0,417705.15298422624,4290118.376593604
1,416061.56786519877,4326463.295891583
2,414234.1648897973,4366698.871966582
3,412406.76191439596,4406934.448041583
4,410579.35893899464,4447170.024116583
5,408751.95596359327,4487405.600191583
6,406924.55298819195,4527641.176266583
7,405097.15001279063,4567876.752341582
8,403269.74703738926,4608112.328416583
9,401426.69054283964,4648723.503023672
10,,
0,402573.46784805576,4236932.186531284
1,400810.5681494791,4276337.0583127085
2,398859.1092932831,4319859.913082709
3,396907.6504370871,4363382.767852709
4,394956.191580891,4406905.622622709
5,393004.73272469506,4450428.477392708
6,391053.2738684991,4493951.332162709
7,389101.8150123032,4537474.186932708
8,387150.3561561071,4580997.041702709
9,385188.1702559561,4624774.884543571
10,,
0,424779.0898388391,4392612.896178861
1,423078.3606824613,4430629.895576407
2,421191.5190674175,4472591.158436408
3,419304.677452374,4514552.4212964075
4,417417.8358373303,4556513.684156407
5,415530.9942222867,4598474.947016409
6,413644.1526072431,4640436.209876408
7,411757.3109921996,4682397.472736407
8,409870.4693771558,4724358.735596407
9,407969.8563804166,4766633.057785338
10,,
0,420111.66606951813,4363621.514887527
1,418420.94457953895,4401809.353886127
2,416538.6771044685,4444068.330821129
3,414656.4096293981,4486327.307756127
4,412774.1421543277,4528586.284691127
5,410891.8746792574,4570845.261626128
6,409009.607204187,4613104.238561126
7,407127.3397291165,4655363.2154961275
8,405245.07225404604,4697622.192431128
9,403345.9640657447,4740245.428093956
10,,
0,399027.9195929143,4195713.971667961
1,397223.06696575135,4235521.054766943
2,395266.2196694667,4278492.796766942
3,393309.37237318186,4321464.538766943
4,391352.52507689706,4364436.280766943
5,389395.6777806124,4407408.022766942
6,387438.8304843277,4450379.764766943
7,385481.98318804294,4493351.506766943
8,383525.1358917582,4536323.248766943
9,381551.4472166419,4579633.443918155
10,,
0,433006.9016307227,4458156.6426947275
1,431452.2217447263,4492848.236201427
2,429706.80126205954,4531729.660086427
3,427961.3807793928,4570611.083971428
4,426215.9602967258,4609492.507856429
5,424470.53981405904,4648373.931741429
6,422725.1193313922,4687255.355626428
7,420979.69884872553,4726136.7795114275
8,419234.2783660587,4765018.203396428
9,417473.3414258421,4804200.239571684
10,,
0,421565.19805467996,4322553.830897937
1,419801.6462443276,4361521.867709011
2,417849.54104483937,4404567.599224011
3,415897.435845351,4447613.330739011
4,413945.3306458628,4490659.06225401
5,411993.22544637445,4533704.793769011
6,410041.12024688616,4576750.525284012
7,408089.01504739776,4619796.256799011
8,406136.9098479096,4662841.988314011
9,404179.29482495325,4705996.67763706
10,,
0,419386.91886742756,4401473.42163565
1,417728.0344898794,4437849.96224086
2,415877.87105489004,4478271.98871086
3,414027.70761990047,4518694.01518086
4,412177.5441849112,4559116.04165086
5,410327.38074992166,4599538.06812086
6,408477.2173149323,4639960.0945908595
7,406627.0538799429,4680382.121060859
8,404776.89044495346,4720804.14753086
9,402905.8406091282,4761607.118126071
10,,
0,418040.4683515391,4305613.0436806055
1,416239.9863712963,4345622.174864583
2,414262.70970708755,4389464.605384584
3,412285.43304287904,4433307.0359045835
4,410308.1563786704,4477149.466424583
5,408330.87971446174,4520991.896944583
6,406353.603050253,4564834.327464583
7,404376.3263860444,4608676.757984583
8,402399.0497218357,4652519.188504584
9,400408.2224513189,4696665.346900545
10,,
0,418115.4050305024,4332269.805979537
1,416414.98772611824,4370291.456560303
2,414555.8981478793,4411774.011700304
3,412696.8085696403,4453256.566840303
4,410837.7189914012,4494739.121980305
5,408978.62941316224,4536221.677120304
6,407119.5398349231,4577704.232260304
7,405260.45025668415,4619186.787400303
8,403401.36067844526,4660669.342540305
9,401534.01892048476,4702330.487420972
10,,
0,407044.1042820946,4173577.107113164
1,405467.61736569484,4208943.200433435
2,403707.7398717137,4248359.796078434
3,401947.8623777326,4287776.3917234335
4,400187.98488375155,4327192.987368434
5,398428.10738977033,4366609.583013434
6,396668.2298957892,4406026.178658434
7,394908.35240180814,4445442.774303434
8,393148.47490782704,4484859.369948435
9,391368.7738676387,4524675.975443785
10,,
0,402682.7373526275,4136811.3365403647
1,400956.8999374445,4175486.0348212346
2,399050.08820706134,4218037.999811234
3,397143.2764766781,4260589.964801235
4,395236.4647462948,4303141.9297912335
5,393329.6530159117,4345693.894781236
6,391422.8412855284,4388245.859771234
7,389516.0295551452,4430797.824761235
8,387609.21782476193,4473349.789751235
9,385693.94758455904,4516090.068247074
10,,
0,419267.20878211595,4355142.015715034
1,417535.4286391933,4392829.0537535725
2,415633.06963218725,4434122.732343573
3,413730.71062518127,4475416.410933572
4,411828.3516181754,4516710.089523571
5,409925.9926111694,4558003.768113572
6,408023.6336041634,4599297.446703573
7,406121.2745971575,4640591.1252935715
8,404218.9155901515,4681884.803883572
9,402298.0463400376,4723552.475672795
10,,
0,404421.8646326851,4116420.1944912244
1,402667.46073169797,4154705.889647222
2,400747.50801962824,4196489.932962223
3,398827.5553075587,4238273.976277223
4,396907.60259548906,4280058.019592224
5,394987.6498834194,4321842.062907224
6,393067.6971713499,4363626.106222224
7,391147.74445928016,4405410.149537223
8,389227.79174721066,4447194.192852222
9,387289.43481845385,4489295.564908977
10,,
0,415177.74111425853,4269652.706585048
1,413476.0261272587,4307803.108307861
2,411602.4950653815,4349697.98277786
3,409728.96400350437,4391592.857247861
4,407855.4329416272,4433487.73171786
5,405981.9018797502,4475382.606187861
6,404108.3708178731,4517277.480657862
7,402234.8397559959,4559172.355127861
8,400361.30869411887,4601067.22959786
9,398479.2727779108,4643153.679885697
10,,
0,425592.35695668124,4364966.017417265
1,424038.16169094783,4400291.795290306
2,422306.97369734826,4439558.496750306
3,420575.78570374864,4478825.198210306
4,418844.5977101491,4518091.899670306
5,417113.4097165494,4557358.601130307
6,415382.2217229498,4596625.302590306
7,413651.0337293501,4635892.004050306
8,411919.8457357505,4675158.705510306
9,410170.6883859498,4714789.562125333
10,,
0,420652.54273536376,4359892.437243497
1,418869.15699945245,4399150.848382829
2,416905.77616781916,4442274.284747829
3,414942.39533618593,4485397.721112829
4,412979.01450455264,4528521.157477829
5,411015.6336729194,4571644.593842827
6,409052.2528412861,4614768.030207828
7,407088.87200965296,4657891.466572828
8,405125.49117801955,4701014.902937829
9,403143.337723133,4744584.028326182
10,,
0,420737.7673354804,4381978.294634962
1,419017.77244854544,4419870.591765967
2,417114.63767524634,4461701.792350966
3,415211.50290194724,4503532.992935966
4,413308.36812864814,4545364.193520966
5,411405.23335534916,4587195.394105964
6,409502.09858205,4629026.5946909655
7,407598.96380875097,4670857.795275966
8,405695.82903545204,4712688.995860966
9,403759.54052951094,4755185.916840501
0,428868.4934968544,4416104.73213736
1,427142.5259743042,4454326.42270637
2,425240.77882126655,4496360.22603137
3,423339.0316682289,4538394.02935637
4,421437.2845151913,4580427.832681371
5,419535.5373621536,4622461.63600637
6,417633.7902091159,4664495.43933137
7,415732.0430560782,4706529.242656371
8,413830.2959030405,4748563.04598137
9,411918.8528266001,4790800.804151354
10,,
0,398060.98242552363,4155279.6657050108
1,396502.6164363527,4189555.4732602504
2,394769.1790202238,4227594.108130252
3,393035.741604095,4265632.743000251
4,391302.3041879662,4303671.377870251
5,389568.8667718373,4341710.012740252
6,387835.42935570853,4379748.647610252
7,386101.9919395796,4417787.282480251
8,384368.5545234508,4455825.91735025
9,382628.4978595829,4494012.724755865
10,,
0,437700.99645180954,4453667.595932364
1,436081.7404489464,4490450.091541425
2,434273.14491353167,4531388.664551426
3,432464.54937811673,4572327.237561425
4,430655.9538427019,4613265.8105714265
5,428847.35830728704,4654204.383581426
6,427038.7627718722,4695142.956591425
7,425230.1672364573,4736081.529601425
8,423421.57170104247,4777020.102611424
9,421598.18666815665,4818278.476649662
10,,
0,415386.1787687526,4170404.127534546
1,413763.44467299787,4206827.580238275
2,411963.2812536004,4247216.019408275
3,410163.1178342029,4287604.4585782755
4,408362.9544148054,4327992.897748275
5,406562.7909954079,4368381.336918275
6,404762.6275760104,4408769.776088274
7,402962.4641566129,4449158.215258276
8,401162.3007372154,4489546.654428275
9,399341.49722075294,4530398.472691727
0,410309.11720107234,4307008.279822251
1,408720.7356844953,4341826.7844651
2,406977.01067712315,4379977.3246851
3,405233.28566975106,4418127.8649051
4,403489.5606623791,4456278.4051251
5,401745.8356550068,4494428.9453451
6,400002.1106476348,4532579.4855651
7,398258.38564026257,4570730.025785099
8,396514.66063289053,4608880.5660051
9,394757.61510654737,4647315.725536354
10,,
0,421688.23128552944,4413220.6884818375
1,420053.4790387002,4449220.298514305
2,418257.5394374876,4488749.070339306
3,416461.599836275,4528277.842164306
4,414665.6602350624,4567806.613989306
5,412869.72063384997,4607335.385814305
6,411073.7810326373,4646864.157639305
7,409277.8414314247,4686392.929464306
8,407481.90183021215,4725921.701289305
9,405675.96323329175,4765693.114536448
10,,
0,422005.3615837663,4339287.0099136755
1,420362.9322409354,4376640.574562137
2,418545.38862260507,4417880.253592136
3,416727.84500427457,4459119.932622136
4,414910.3013859441,4500359.611652136
5,413092.7577676136,4541599.290682137
6,411275.21414928325,4582838.969712136
7,409457.6705309528,4624078.6487421375
8,407640.1269126224,4665318.327772136
9,405807.88682952296,4706885.916978789
10,,
0,383379.4190184938,3886418.118964147
1,381714.2709312881,3924331.615748699
2,379866.6911828985,3966253.0698836977
3,378019.11143450893,4008174.5240186974
4,376171.53168611944,4050095.9781536977
5,374323.9519377299,4092017.4322886984
6,372476.3721893404,4133938.886423698
7,370628.79244095087,4175860.3405586984
8,368781.2126925613,4217781.794693698
9,366912.0004413936,4260163.064518097
10,,
0,416234.12001659704,4330326.590552162
1,414560.92830352427,4366066.19842476
2,412700.54123633384,4405775.071469761
3,410840.15416914335,4445483.944514762
4,408979.76710195286,4485192.81755976
5,407119.3800347623,4524901.690604761
6,405258.99296757183,4564610.563649762
7,403398.60590038134,4604319.436694762
8,401538.21883319074,4644028.309739762
9,399656.24750456074,4684246.971983088
10,,
0,410557.5699568299,4207948.3717484595
1,408863.6110854641,4245774.917808979
2,407004.39168680296,4287220.69007398
3,405145.17228814197,4328666.46233898
4,403285.9528894808,4370112.234603979
5,401426.7334908197,4411558.00686898
6,399567.5140921585,4453003.77913398
7,397708.29469349753,4494449.5513989795
8,395849.0752948364,4535895.32366398
9,393975.4950284514,4577677.6101560015
10,,
0,420166.9894668502,4395663.305775713
1,418511.94529313024,4432114.2622035025
2,416676.93293948186,4472399.656033502
3,414841.9205858335,4512685.049863501
4,413006.90823218494,4552970.443693502
5,411171.8958785367,4593255.837523503
6,409336.88352488814,4633541.231353503
7,407501.87117123965,4673826.625183502
8,405666.85881759133,4714112.019013503
9,403820.04511146736,4754644.2761767935
10,,
0,413466.64826943836,4300560.531749824
1,411617.22127675364,4340822.491150465
2,409582.2961835378,4385055.646505465
3,407547.37109032203,4429288.801860465
4,405512.4459971062,4473521.957215465
5,403477.5209038904,4517755.112570465
6,401442.5958106747,4561988.267925464
7,399407.67071745876,4606221.423280465
8,397372.7456242431,4650454.578635464
9,395329.345758702,4694872.316123513
10,,
0,402950.3934256378,4207678.449773862
1,401273.80052540556,4244620.160324856
2,399429.39581602474,4285142.175259856
3,397584.9911066439,4325664.1901948545
4,395740.58639726305,4366186.205129855
5,393896.1816878823,4406708.220064855
6,392051.7769785015,4447230.234999856
7,390207.37226912065,4487752.249934856
8,388362.9675597399,4528274.264869856
9,386498.1771767194,4569239.15450981
10,,
0,409505.2812517244,4236100.350421202
1,407789.02501810907,4274235.2421884425
2,405895.63143187016,4316232.649538442
3,404002.23784563126,4358230.056888441
4,402108.8442593924,4400227.464238442
5,400215.4506731534,4442224.8715884425
6,398322.0570869145,4484222.2789384425
7,396428.6635006756,4526219.6862884415
8,394535.2699144368,4568217.093638442
9,392625.8523480239,4610574.1603403445
10,,
0,399615.3885196313,4072294.0625217394
1,397846.3473244663,4111997.393670529
2,395902.58398375957,4155589.2462155283
3,393958.82064305275,4199181.0987605285
4,392015.05730234616,4242772.951305529
5,390071.29396163934,4286364.803850529
6,388127.5306209326,4329956.656395529
7,386183.7672802259,4373548.508940529
8,384240.0039395191,4417140.36148553
9,382291.2709581769,4460838.02831022
10,,
0,422214.75441731594,4345581.394520509
1,420495.5874915927,4384482.723046564
2,418623.49910989276,4426763.680646564
3,416751.4107281928,4469044.638246564
4,414879.3223464928,4511325.595846564
5,413007.23396479286,4553606.553446562
6,411135.14558309293,4595887.511046562
7,409263.057201393,4638168.468646564
8,407390.96881969296,4680449.426246564
9,405500.67856927286,4723134.593581578
10,,
0,430345.7147939697,4448140.051263046
1,428616.0093100236,4487894.571330547
2,426708.0402307951,4531549.290380546
3,424800.0711515666,4575204.009430546
4,422892.1020723381,4618858.728480547
5,420984.1329931097,4662513.447530548
6,419076.16391388123,4706168.166580547
7,417168.19483465265,4749822.885630546
8,415260.2257554243,4793477.604680545
9,413341.53118855157,4837347.740113286
10,,
0,417086.590543865,4335439.08845724
1,415410.7026736149,4371651.105935334
2,413552.3951735484,4411775.455925334
3,411694.08767348184,4451899.805915334
4,409835.7801734152,4492024.155905334
5,407977.4726733486,4532148.505895335
6,406119.1651732821,4572272.855885334
7,404260.85767321545,4612397.205875333
8,402402.5501731488,4652521.555865334
9,400532.5481877287,4692868.033233532
10,,
0,420984.9071413902,4375272.050145603
1,419290.38366934384,4412271.6664939495
2,417434.3753429777,4452775.11497395
3,415578.3670166116,4493278.563453949
4,413722.35869024554,4533782.01193395
5,411866.35036387946,4574285.460413949
6,410010.3420375133,4614788.908893949
7,408154.33371114725,4655292.357373949
8,406298.32538478106,4695795.80585395
9,404430.795907795,4736551.238307462
10,,
0,403882.771958314,4110309.1232800316
1,402272.86522424774,4146151.7200918715
2,400492.4244621178,4185674.2296118713
3,398711.9836999878,4225196.739131872
4,396931.5429378581,4264719.248651872
5,395151.10217572807,4304241.758171871
6,393370.66141359834,4343764.267691872
7,391590.22065146844,4383286.777211872
8,389809.77988933853,4422809.286731872
9,388016.78413536074,4462602.055159409
10,,
0,420813.665161167,4313356.873186835
1,419022.21099251497,4352966.649758635
2,417056.63794297434,4396308.038938636
3,415091.06489343365,4439649.428118636
4,413125.4918438931,4482990.817298636
5,411159.9187943524,4526332.206478636
6,409194.34574481193,4569673.595658635
7,407228.7726952712,4613014.984838635
8,405263.19964573067,4656356.374018636
9,403281.8060638676,4700020.437211596
10,,
0,401528.4370472034,4185472.89740742
1,399889.27434749604,4221653.049254616
2,398064.9234533031,4261764.4110846175
3,396240.5725591103,4301875.772914616
4,394416.22166491725,4341987.134744617
5,392591.8707707244,4382098.496574616
6,390767.5198765315,4422209.858404616
7,388943.1689823386,4462321.220234617
8,387118.8180881457,4502432.5820646165
9,385280.7839198384,4542867.382651346
10,,
0,423506.58921330824,4378532.475381111
1,421791.15793323977,4416433.295949792
2,419896.3504206859,4458142.885469791
3,418001.5429081318,4499852.4749897905
4,416106.7353955778,4541562.064509792
5,414211.9278830237,4583271.65402979
6,412317.12037046975,4624981.24354979
7,410422.3128579158,4666690.833069791
8,408527.50534536166,4708400.42258979
9,406626.4746394653,4750248.293621253
10,,
0,421466.65760857123,4333875.653669784
1,419794.79889765126,4371086.119062909
2,417947.51199553895,4412031.081032909
3,416100.22509342676,4452976.043002909
4,414252.93819131434,4493921.00497291
5,412405.65128920216,4534865.966942909
6,410558.36438708985,4575810.928912909
7,408711.07748497766,4616755.890882909
8,406863.7905828652,4657700.85285291
9,405004.77440602315,4698892.685255581
10,,
0,412723.5645288015,4307543.93924845
1,411078.1597268023,4342714.887846988
2,409252.32804277295,4381691.035436988
3,407426.4963587436,4420667.183026988
4,405600.66467471427,4459643.330616987
5,403774.8329906847,4498619.478206988
6,401949.0013066552,4537595.625796989
7,400123.169622626,4576571.773386987
8,398297.3379385965,4615547.920976987
9,396452.5535782562,4654866.672918034
10,,
0,430072.9197312323,4485886.86144036
1,428466.63022766245,4521727.186966048
2,426697.99560373835,4561081.637711046
3,424929.3609798144,4600436.088456047
4,423160.72635589034,4639790.539201046
5,421392.09173196624,4679144.989946047
6,419623.45710804226,4718499.440691046
7,417854.82248411817,4757853.891436046
8,416086.1878601941,4797208.342181047
9,414308.9344886716,4836749.836361832
10,,
0,430832.3784707576,4481165.136918751
1,429162.4062016338,4517988.79325075
2,427305.4916461038,4558806.03040575
3,425448.5770905739,4599623.26756075
4,423591.6625350437,4640440.504715749
5,421734.74797951366,4681257.74187075
6,419877.8334239836,4722074.9790257495
7,418020.9188684537,4762892.21618075
8,416164.00431292376,4803709.45333575
9,414285.07951305935,4844967.36594978
10,,
0,393172.36536988255,4043455.543159626
1,391536.00047428143,4080292.5553205837
2,389721.3285396487,4120880.2801105836
3,387906.6566050161,4161468.0049005835
4,386091.9846703835,4202055.7296905825
5,384277.3127357508,4242643.454480583
6,382462.6408011184,4283231.179270584
7,380647.9688664857,4323818.904060583
8,378833.29693185294,4364406.628850584
9,377008.3922507203,4405214.172087105
10,,
0,410991.5657522093,4338856.356518004
1,409436.4667832551,4372265.6514331605
2,407713.5468989078,4409236.828838162
3,405990.6270145605,4446208.006243162
4,404267.70713021327,4483179.183648162
5,402544.7872458659,4520150.361053162
6,400821.8673615186,4557121.53845816
7,399098.9474771713,4594092.715863162
8,397376.027592824,4631063.893268161
9,395631.74258228973,4668486.988128649
0,439656.48947087466,4546096.37783786
1,438008.996498171,4583063.392762819
2,436187.96722493245,4623806.350227819
3,434366.93795169384,4664549.307692817
4,432545.90867845534,4705292.265157818
5,430724.87940521684,4746035.222622818
6,428903.8501319782,4786778.180087819
7,427082.82085873967,4827521.137552819
8,425261.791585501,4868264.095017818
9,423419.13553945057,4909484.633213702
10,,
0,425718.0450049456,4375075.62281523
1,423973.54242330714,4414141.240847156
2,422048.0923741192,4457147.311097155
3,420122.64232493105,4500153.381347155
4,418197.19227574306,4543159.451597158
5,416271.74222655495,4586165.521847156
6,414346.2921773669,4629171.592097157
7,412420.8421281789,4672177.662347157
8,410495.39207899076,4715183.7325971555
9,408559.8572135518,4758403.7166847475
10,,
0,375604.44141015125,3858263.64722304
1,373885.3016231459,3896836.057961591
2,371982.88928201026,3939344.9825165914
3,370080.47694087465,3981853.907071592
4,368178.0645997391,4024362.8316265913
5,366275.65225860354,4066871.7561815917
6,364373.239917468,4109380.680736591
7,362470.82757633226,4151889.6052915906
8,360568.41523519676,4194398.529846592
9,358652.840059979,4237181.628828031
10,,
0,419534.506146274,4333041.537410705
1,417797.0317685148,4371251.405409661
2,415875.64216504974,4413460.350334662
3,413954.2525615847,4455669.295259662
4,412032.8629581197,4497878.240184661
5,410111.47335465456,4540087.185109661
6,408190.0837511896,4582296.130034661
7,406268.69414772454,4624505.074959662
8,404347.30454425944,4666714.019884661
9,402417.55354797054,4709129.899079214
10,,
0,434717.4917762205,4455753.099208739
1,432827.44672581146,4497381.764051328
2,430765.33030338946,4542721.886296328
3,428703.2138809674,4588062.008541328
4,426641.09745854523,4633402.130786328
5,424578.9810361232,4678742.253031328
6,422516.8646137012,4724082.375276328
7,420454.74819127907,4769422.49752133
8,418392.6317688571,4814762.6197663285
9,416314.5379285836,4860465.3324493095
10,,
0,414381.30446495843,4274251.750848018
1,412594.6256409057,4314114.114446586
2,410648.9199113659,4357485.904476586
3,408703.21418182616,4400857.6945065865
4,406757.5084522863,4444229.484536586
5,404811.80272274674,4487601.274566586
6,402866.09699320694,4530973.064596586
7,400920.3912636672,4574344.854626586
8,398974.6855341275,4617716.644656586
9,397019.2711081002,4661318.949516084
10,,
0,424709.5836482402,4361164.960119922
1,423077.00176760973,4397973.998709721
2,421277.8726682546,4438429.282884721
3,419478.74356889975,4478884.567059721
4,417679.6144695446,4519339.851234721
5,415880.4853701897,4559795.135409721
6,414081.35627083475,4600250.419584721
7,412282.22717147955,4640705.70375972
8,410483.09807212465,4681160.987934721
9,408670.31920457253,4721919.368537403
10,,
0,408319.86181712983,4267176.888641968
1,406552.7196159766,4305136.775634679
2,404613.62895281904,4346705.859134679
3,402674.5382896616,4388274.942634679
4,400735.44762650394,4429844.026134679
5,398796.35696334636,4471413.10963468
6,396857.2663001889,4512982.193134679
7,394918.1756370314,4554551.276634678
8,392979.0849738738,4596120.36013468
9,391032.94451702735,4637839.093780887
10,,
0,378274.63444558694,3907268.1852170527
1,376587.6507131685,3944683.4857232524
2,374724.19429629075,3985874.9529982526
3,372860.7378794132,4027066.4202732523
4,370997.2814625355,4068257.8875482534
5,369133.8250456579,4109449.354823252
6,367270.3686287802,4150640.822098252
7,365406.9122119026,4191832.2893732525
8,363543.4557950249,4233023.756648253
9,361656.0527084558,4274686.611520314
10,,
0,427753.1506289533,4474991.686120355
1,425995.03895688587,4513373.056486537
2,424062.7251792598,4555536.165076537
3,422130.4114016338,4597699.273666537
4,420198.097624008,4639862.382256538
5,418265.7838463821,4682025.490846536
6,416333.47006875626,4724188.5994365355
7,414401.1562911303,4766351.708026536
8,412468.8425135043,4808514.816616536
9,410526.28255373816,4850885.563096222
10,,
0,403281.1022676069,4096613.7763202135
1,401684.205128979,4132781.8485246594
2,399902.83292762464,4172977.4038096596
3,398121.46072627034,4213172.959094659
4,396340.08852491615,4253368.514379659
5,394558.7163235616,4293564.06966466
6,392777.3441222074,4333759.624949659
7,390995.9719208531,4373955.180234659
8,389214.5997194988,4414150.73551966
9,387428.3571701965,4454456.434755829
10,,
0,453917.3706949847,4728396.115708392
1,452182.78760840354,4765777.089520716
2,450271.3791718781,4806862.191415715
3,448359.9707353527,4847947.293310717
4,446448.5622988272,4889032.395205717
5,444537.15386230196,4930117.497100716
6,442625.7454257766,4971202.598995716
7,440714.3369892512,5012287.700890716
8,438802.92855272576,5053372.802785716
9,436872.64852322213,5094846.9353036275
10,,
0,438664.0807378517,4520292.607901656
1,437016.4176949201,4556330.207162155
2,435201.15342167974,4595990.679017155
3,433385.8891484393,4635651.150872155
4,431570.62487519893,4675311.622727157
5,429755.3606019586,4714972.094582155
6,427940.0963287182,4754632.566437155
7,426124.8320554778,4794293.038292155
8,424309.5677822374,4833953.510147154
9,422484.4029200156,4873825.436845073
10,,
0,439492.00982488284,4558769.643924062
1,437915.29136759427,4593516.28162211
2,436181.4436919292,4631662.740412112
3,434447.5960162641,4669809.199202112
4,432713.74834059895,4707955.6579921115
5,430979.90066493396,4746102.116782112
6,429246.0529892689,4784248.575572112
7,427512.2053136037,4822395.03436211
8,425778.3576379386,4860541.493152111
9,424032.49792252836,4898934.131321637
10,,
0,409967.4062444103,4298968.405633818
1,408336.23257517105,4334246.38967929
2,406528.9449345322,4373126.691919289
3,404721.6572938937,4412006.994159291
4,402914.3696532551,4450887.296399291
5,401107.08201261645,4489767.59863929
6,399299.7943719778,4528647.900879291
7,397492.50673133903,4567528.203119291
8,395685.21909070044,4606408.505359289
9,393861.41426415666,4645601.633418182
10,,
0,427351.7479961536,4502271.172806552
1,425612.3495336862,4540318.671545358
2,423690.4604102286,4582235.221905357
3,421768.57128677086,4624151.772265359
4,419846.6821633132,4666068.322625359
5,417924.7930398556,4707984.872985357
6,416002.90391639795,4749901.423345358
7,414081.0147929403,4791817.973705358
8,412159.12566948275,4833734.524065358
9,410227.7851154354,4875866.5039709415
10,,
0,427943.0528136451,4457441.732838999
1,426203.5143703159,4495225.814050734
2,424289.43045944563,4536719.955750735
3,422375.3465485757,4578214.097450732
4,420461.2626377056,4619708.239150734
5,418547.1787268354,4661202.380850733
6,416633.09481596533,4702696.522550734
7,414719.0109050952,4744190.664250734
8,412804.92699422507,4785684.805950734
9,410868.51728552405,4827629.024650947
10,,
0,423969.0994520723,4468406.124382856
1,422266.87121508,4505606.087999961
2,420378.01133724034,4546721.36845996
3,418489.15145940083,4587836.648919961
4,416600.2915815613,4628951.9293799605
5,414711.4317037218,4670067.20983996
6,412822.57182588225,4711182.490299961
7,410933.7119480428,4752297.77075996
8,409044.8520702032,4793413.051219961
9,407138.4358748028,4834909.836424373
10,,
0,414462.6796021825,4269709.880745336
1,412820.66825620347,4306256.756040423
2,410982.5796225762,4347089.174275423
3,409144.490988949,4387921.592510425
4,407306.40235532186,4428754.010745423
5,405468.3137216948,4469586.428980424
6,403630.2250880676,4510418.847215423
7,401792.1364544404,4551251.265450423
8,399954.0478208134,4592083.683685423
9,398100.8675537837,4633232.7261219
10,,
0,411035.3566474089,4203777.646163927
1,409427.71886435524,4239547.461061837
2,407674.84415677504,4278503.362101838
3,405921.96944919473,4317459.263141839
4,404169.09474161436,4356415.164181838
5,402416.22003403417,4395371.065221837
6,400663.3453264538,4434326.966261838
7,398910.47061887337,4473282.867301838
8,397157.5959112932,4512238.768341837
9,395390.88366348494,4551506.645652163
10,,
0,402426.23096513865,4124066.084554244
1,400801.867679764,4160120.6624204977
2,399000.78262247995,4199947.400900497
3,397199.6975651959,4239774.139380497
4,395398.6125079121,4279600.877860497
5,393597.527450628,4319427.6163404975
6,391796.44239334407,4359254.354820497
7,389995.3573360601,4399081.093300498
8,388194.27227877616,4438907.831780498
9,386380.0030067269,4479041.533638377
10,,
0,401581.36151220335,4146986.622743495
1,399946.9463241455,4182698.246035359
2,398139.8043106672,4222157.324030359
3,396332.6622971888,4261616.402025359
4,394525.52028371044,4301075.480020358
5,392718.3782702321,4340534.558015358
6,390911.2362567538,4379993.636010359
7,389104.09424327547,4419452.714005359
8,387296.952229797,4458911.792000359
9,385479.54061768,4498611.145621726
10,,
0,417790.5584780948,4335114.172440523
1,416045.884233681,4373121.773353443
2,414136.8154935054,4414698.951823443
3,412227.7467533298,4456276.130293444
4,410318.6780131542,4497853.308763443
5,408409.6092729785,4539430.487233443
6,406500.540532803,4581007.665703442
7,404591.47179262724,4622584.844173443
8,402682.40305245155,4664162.022643443
9,400758.4284272063,4706054.731336603
10,,
0,415209.0822487512,4286936.086420406
1,413368.79081277334,4327453.267170886
2,411355.07878687454,4371634.318775886
3,409341.3667609759,4415815.370380886
4,407327.6547350771,4459996.421985886
5,405313.9427091785,4504177.473590885
6,403300.2306832797,4548358.525195885
7,401286.5186573808,4592539.576800886
8,399272.8066314821,4636720.628405886
9,397247.254213293,4681165.858649776
10,,
0,410686.50909333525,4197192.967044333
1,409065.10552629613,4232844.522400857
2,407285.4231837326,4271893.432010858
3,405505.7408411691,4310942.341620857
4,403726.05849860545,4349991.251230856
5,401946.3761560419,4389040.160840858
6,400166.6938134784,4428089.070450856
7,398387.0114709148,4467137.980060857
8,396607.3291283512,4506186.889670857
9,394825.2391828184,4545278.988693133
10,,
0,424180.0468907075,4347442.049117944
1,422491.5943065081,4385185.449592986
2,420638.9475984159,4426497.784062986
3,418786.30089032376,4467810.118532986
4,416933.65418223164,4509122.4530029865
5,415081.0074741395,4550434.787472987
6,413228.3607660474,4591747.121942987
7,411375.7140579552,4633059.456412986
8,409523.0673498631,4674371.790882987
9,407658.3796233913,4715917.611867655
10,,
0,403628.9436976214,4221583.003445217
1,401995.6475419875,4257226.570909247
2,400178.06616126694,4296812.837899245
3,398360.48478054634,4336399.104889247
4,396542.9033998258,4375985.371879247
5,394725.3220191052,4415571.6388692465
6,392907.7406383847,4455157.905859247
7,391090.15925766405,4494744.172849246
8,389272.5778769436,4534330.439839247
9,387447.20885261724,4574073.7039096905
10,,
0,432435.47756963724,4494397.530799338
1,430697.6963172055,4533291.368277329
2,428803.26733653015,4575519.2512273295
3,426908.8383558547,4617747.13417733
